"","garrett_67","garrett_53","garrett_47","garrett_50","garrett_60","garrett_76","garrett_51","garrett_61","garrett_96","garrett_35","garrett_34","garrett_95","garrett_49","garrett_39","garrett_85","garrett_57","garrett_89","garrett_38","garrett_68","garrett_62","garrett_66","garrett_41","garrett_71","garrett_70","garrett_78","garrett_40","garrett_45","25617X23","25617X24","25617X25","25617X26","25617X27","25617X28","25617X29","25617X30","25617X31","25617X32","25617X33","25617X34","25617X35","25617X36","25617X37","25617X38","25617X39","25617X40","25617X41","25617X42"
"Amygdalobacter indicium",0,0,0,0,0,0,0,0,0.00138091029606717,0.000502975097702913,0,0,0,0.000784147670689344,0,0,0,0.00149378585086042,0,0,0.000808400902175407,0,0,0,0,0,0,0.00279696968313188,0.00055807619972431,4.85022975538351e-05,0.000531612327026639,0.00199544827745553,0.000124597886279925,5.87803431478872e-05,0,0.00894070524282956,0,0.00389201848539562,0,0.00016578936461226,0.000285416636935767,0.000736767200597764,0.000404335010425104,0,5.62695853325448e-05,0,0
"Acetivibrio thermocellus",0,0,0,0,0,0,0,0,0.00138091029606717,0.000502975097702913,0,0,0,0,0,0,0,0,0,0.00437815592072619,0,0,0,0,0,0.00265308288230924,0,0.000285405069707334,9.30126999540517e-05,9.70045951076702e-05,0.000318967396215983,0.000105023593550291,0.000124597886279925,0.000117560686295774,0,0,0.00490328274779965,0.000169218195017201,0.00210411143374153,0.00016578936461226,0.000285416636935767,0.000368383600298882,0.000134778336808368,0,0.00011253917066509,0,0
"Acetivibrio saccincola",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0.00245694208987494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,9.30126999540517e-05,0.00019400919021534,0.000691096025134631,0,0.000249195772559849,0.000176341029443662,0,0,0,0.000846090975086005,0,0,0,0.000306986333582402,0,0,0,0,0
"Acetivibrio clariflavus",0.00324259472429838,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399567097590268,0.000372050799816207,4.85022975538351e-05,0,5.25117967751455e-05,0.000166130515039899,0.000117560686295774,0,0.00178814104856591,0,0.000338436390034402,0.00526027858435383,0,0,0.000122794533432961,0,0,5.62695853325448e-05,0,0.000681328863815987
"Paludicola sp. MB14-C6",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150403080255084,0,0,0.0325520833333333,0,0,0,0,0,0.000513729125473202,0,4.85022975538351e-05,0.000744257257837295,0.000105023593550291,0,5.87803431478872e-05,0,0,0,0.000338436390034402,0.00420822286748306,0.00016578936461226,0,0.000491178133731843,0.000808670020850209,0.000103046678084239,0,0.000214402257226964,0
"Ruminiclostridium cellulolyticum",0.00162129736214919,0,0.00401558045215436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399567097590268,0,0.000242511487769176,0.000584773559729303,0,4.15326287599748e-05,5.87803431478872e-05,0,0,0,0.00118452736512041,0.00105205571687077,0,0,0.000306986333582402,0,0,0,0,0
"Ruminiclostridium herbifermentans",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342486083648801,0,4.85022975538351e-05,0.000372128628918647,0.000157535390325437,0,5.87803431478872e-05,0,0,0,0.000169218195017201,0,0,0,0.000184191800149441,0,0,0,0.000214402257226964,0
"Mageeibacillus indolicus",0.00162129736214919,0,0,0.00503727584122507,0,0,0,0,0.00138091029606717,0.00150892529310874,0,0.00491388417974988,0,0.00156829534137869,0,0,0,0.00298757170172084,0,0.00145938530690873,0,0,0,0,0,0,0,0.0100462584536982,0.00176724129912698,0.00232811028258409,0.00233909423891721,0.000682653358076892,0.000477625230739711,0.000822924804070421,0.0118787014882316,0,0,0.00609185502061924,0.00105205571687077,0.00149210428151034,0.00114166654774307,0.00135073986776257,0.000673891684041841,0.00103046678084239,0.00011253917066509,0,0
"Thermoclostridium stercorarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0.000186025399908103,4.85022975538351e-05,0.000425289861621311,0.000210047187100582,6.22989431399623e-05,0.000411462402035211,0.00509087206638497,0,0.00245164137389983,0.000846090975086005,0,0,0,0.000306986333582402,0,0,5.62695853325448e-05,0,0
"Fastidiosipila sanguinis",0,0,0,0.00503727584122507,0,0,0.00657591898467811,0,0.00138091029606717,0.00301785058621748,0,0.00245694208987494,0,0,0,0,0,0,0,0.00291877061381746,0,0,0,0,0.0013910333987119,0,0,0.0011987012927708,0.000744101599632414,9.70045951076702e-05,5.31612327026639e-05,0.000210047187100582,0.000207663143799874,5.87803431478872e-05,0,0,0,0.000169218195017201,0.00210411143374153,0.00016578936461226,0.00513749946484381,0.00104375353418017,0.00148256170489205,0.000206093356168477,0.000168808755997634,0,0.000681328863815987
"Intestinibacillus sp. NTUH-41-i26",0.0113490815350443,0.00392788404886288,0.00401558045215436,0,0,0,0.0263036759387124,0.0433275563258232,0.0151900132567388,0.00452677587932621,0,0.00982776835949977,0.140252454417952,0,0.0596836765144733,0,0,0,0.00150403080255084,0,0,0.1953125,0,0,0.00278206679742381,0.0159184972938555,0,0.000342486083648801,0.000279038099862155,0.000242511487769176,0.00122270835216127,0.000525117967751455,6.22989431399623e-05,0.000117560686295774,0.00169695735546166,0.0250339746799228,0.00735492412169948,0.00118452736512041,0.00210411143374153,0.00033157872922452,0,0.000245589066865921,0.000269556673616736,0.000618280068505432,0,0.000214402257226964,0.0109012618210558
"Agathobaculum sp. NTUH-O15-33",0.00810648681074596,0,0,0,0,0,0,0,0.00552364118426867,0,0,0,0.0701262272089762,0.00156829534137869,0.0149209191286183,0,0,0,0,0,0.000808400902175407,0.09765625,0,0,0.00278206679742381,0.00530616576461849,0,0.000456648111531735,0.000279038099862155,0.000145506892661505,0.000159483698107992,0.000420094374201164,4.15326287599748e-05,5.87803431478872e-05,0.00169695735546166,0.00715256419426364,0.0245164137389983,0,0.00946850145183689,0,0,0.000306986333582402,0.000134778336808368,0.000103046678084239,0.000168808755997634,0.000214402257226964,0.00885727522960783
"Flintibacter sp. KGMB00164",0.0259407577943871,0,0,0,0,0,0.0526073518774249,0.0144425187752744,0.0441891294741494,0.00553272607473204,0,0,0,0.00156829534137869,0.044762757385855,0,0.0166223404255319,0.00448135755258126,0.00150403080255084,0,0,0.0325520833333333,0,0,0,0.0265308288230924,0.00930319099451112,0.000399567097590268,0.000651088899678362,0.000776036760861362,0.000318967396215983,0.000367582577426019,2.07663143799874e-05,0.000176341029443662,0.00509087206638497,0.0768900650883342,0.0171614896172988,0.000169218195017201,0.0157808357530615,0,0,0.000184191800149441,0.000134778336808368,0.000824373424673909,0,0.000214402257226964,0.00136265772763197
"Intestinimonas butyriciproducens",0.0453963261401774,0.00785576809772576,0,0,0,0.0166195778627223,0,0.144425187752744,0.00276182059213433,0.0216279292012252,0,0,0.0701262272089762,0,0.0895255147717099,0,0.0831117021276596,0,0.00300806160510167,0.00583754122763492,0,0.29296875,0,0,0,0.0689801549400403,0,0.000799134195180536,0.00195326669903509,0.000485022975538351,0.00106322465405328,0.00136530671615378,0.000955250461479421,0.000881705147218308,0.00339391471092331,0.0518560904084114,0.102968937703793,0.000676872780068804,0.0336657829398645,0,0.000856249910807301,0.000429780867015362,0.000539113347233472,0.000515233390421193,0.000225078341330179,0.000428804514453928,0.00204398659144796
"Massilistercora timonensis",0.0194555683457903,0.00785576809772576,0,0,0,0,0,0.0288850375505488,0.00138091029606717,0.0040238007816233,0,0,0,0.00235244301206803,0.0298418382572366,0,0.0166223404255319,0,0.00451209240765251,0.00145938530690873,0.00323360360870163,0.0325520833333333,0,0,0.0013910333987119,0.00795924864692773,0,0.00142702534853667,0.00148820319926483,0.00135806433150738,0.000478451094323975,0.000367582577426019,0.000228429458179862,0.000822924804070421,0.00678782942184663,0.0965596166225592,0.0392262619823972,0.000676872780068804,0.0231452257711568,0.00033157872922452,0,0.000306986333582402,0.000673891684041841,0.000412186712336954,0,0.000643206771680892,0.0143079061401357
"Proteiniborus sp. MB09-C3",0.00162129736214919,0,0,0,0,0,0,0,0,0.000502975097702913,0,0.00245694208987494,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342486083648801,0.00055807619972431,0.000388018380430681,0.000531612327026639,0.000315070780650873,2.07663143799874e-05,0,0,0,0.00245164137389983,0.00135374556013761,0,0.00016578936461226,0.000285416636935767,0.000245589066865921,0.000134778336808368,0,0,0,0
"Thermaerobacter marianensis",0.00162129736214919,0,0,0.0100745516824501,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000465063499770259,0,0,0,0,0,0,0,0,0.000169218195017201,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Carboxydocella thermautotrophica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Sinanaerobacter sp. ZZT-01",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000513729125473202,0.000465063499770259,0.00019400919021534,0.000478451094323975,5.25117967751455e-05,2.07663143799874e-05,5.87803431478872e-05,0,0.00178814104856591,0,0,0.00105205571687077,0.00033157872922452,0,0.000491178133731843,0.000673891684041841,0.000103046678084239,0,0,0
"Clostridium pasteurianum",0,0,0,0.00503727584122507,0,0,0,0,0,0.000502975097702913,0,0,0,0.000784147670689344,0.0596836765144733,0,0,0,0,0.00145938530690873,0.000808400902175407,0,0,0,0,0,0,0.000627891153356135,0.00130217779935672,0.00019400919021534,0.000212644930810656,0.000367582577426019,0.000394559973219761,0.000235121372591549,0,0,0.00490328274779965,0.00304592751030962,0.00210411143374153,0,0.000570833273871534,0.000429780867015362,0.000269556673616736,0,0,0,0
"Clostridium sp. C1",0,0,0,0.00503727584122507,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0.0166223404255319,0,0,0,0,0,0,0,0,0.00530616576461849,0,0.000342486083648801,0.000186025399908103,0,0.000478451094323975,0.000210047187100582,0.000311494715699811,0.000587803431478872,0.00678782942184663,0.0268221157284887,0.0245164137389983,0.00152296375515481,0.00631233430122459,0.00016578936461226,0,0.000122794533432961,0,0.000515233390421193,0.00011253917066509,0,0.0136265772763197
"Clostridium sp. SY8519",0.0145916762593427,0.00785576809772576,0,0,0,0,0,0,0.00138091029606717,0.00251487548851456,0,0.00245694208987494,0,0.000784147670689344,0.0149209191286183,0,0,0,0,0,0.00161680180435081,0.0325520833333333,0,0,0.0013910333987119,0,0,0.0015411873764196,0.000465063499770259,0.000436520677984516,0.00111638588675594,0.000682653358076892,0.000103831571899937,0.000529023088330985,0.00509087206638497,0.0178814104856591,0.0220647723650984,0.000169218195017201,0.00736439001809536,0.00033157872922452,0.00142708318467883,0.00122794533432961,0.000539113347233472,0,0,0.000214402257226964,0.00340664431907993
"Clostridium sp. 'deep sea'",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0.00149378585086042,0,0,0,0,0,0.00225703065047623,0,0,0,0.000114162027882934,9.30126999540517e-05,4.85022975538351e-05,5.31612327026639e-05,0,0.000186896829419887,0.000235121372591549,0,0,0,0.000338436390034402,0.00210411143374153,0,0,0.000184191800149441,0.000404335010425104,0,0,0,0
"Clostridium sp. BNL1100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228324055765867,0,0.000145506892661505,0.00026580616351332,0,4.15326287599748e-05,0,0,0,0,0.00169218195017201,0,0,0,6.13972667164803e-05,0.000134778336808368,0.000103046678084239,0,0,0
"Clostridium sp. JN-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010274582509464,0.000186025399908103,9.70045951076702e-05,0.000637934792431967,0.000630141561301746,0.000186896829419887,0.000293901715739436,0,0,0,0.00186140014518921,0,0.00049736809383678,0,0.000184191800149441,0.000134778336808368,0.000103046678084239,0,0.000214402257226964,0
"Clostridium sp. AWRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000456648111531735,9.30126999540517e-05,4.85022975538351e-05,0.000106322465405328,0.000210047187100582,4.15326287599748e-05,5.87803431478872e-05,0,0,0,0,0,0,0,0.000184191800149441,0,0,5.62695853325448e-05,0.000214402257226964,0
"Clostridium sp. MD294",0,0,0,0,0,0,0,0,0,0.00100595019540583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013910333987119,0,0,0.000456648111531735,0.000279038099862155,0.000242511487769176,0.000478451094323975,0,6.22989431399623e-05,0.000293901715739436,0,0,0,0.00101530917010321,0.00105205571687077,0,0,6.13972667164803e-05,0,0,0,0,0
"Clostridium sp. JN-1",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342486083648801,0.000186025399908103,0,0.00095690218864795,0.000157535390325437,0.000103831571899937,0,0,0,0,0.00203061834020641,0,0,0,0.000245589066865921,0.000404335010425104,0,5.62695853325448e-05,0,0
"Clostridium sp. 001",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,0.000114162027882934,0,0,0.000106322465405328,0,0,0,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Clostridium sp. MB40-C1",0,0,0,0,0.0138245662542338,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000513729125473202,0,0.000485022975538351,0.00026580616351332,0.000262558983875728,0.000166130515039899,0,0,0,0,0.00236905473024081,0.00105205571687077,0.00033157872922452,0.000285416636935767,0.000613972667164803,0,0,5.62695853325448e-05,0,0
"Clostridium gasigenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808400902175407,0,0,0,0,0,0,0.000684972167297602,0,0,0.000318967396215983,0.000262558983875728,0.000124597886279925,0.000235121372591549,0,0,0,0.00236905473024081,0,0,0.000285416636935767,6.13972667164803e-05,0.000269556673616736,0.000103046678084239,5.62695853325448e-05,0,0
"Clostridium perfringens",0.0356685419672822,0,0.00401558045215436,0.00503727584122507,0,0.0166195778627223,0.00657591898467811,0.0144425187752744,0,0.00201190039081165,0,0,0.0701262272089762,0,0.0149209191286183,0,0.0166223404255319,0,0,0,0,0.0651041666666667,0,0.00225703065047623,0.00278206679742381,0.00530616576461849,0,0.00108453926488787,0.000651088899678362,0.000436520677984516,0.000744257257837295,0.000682653358076892,0.000394559973219761,0.000470242745183098,0.0135756588436933,0.0429153851655819,0.0098065654955993,0.00338436390034402,0.0157808357530615,0.000994736187673561,0.000285416636935767,0.00110515080089665,0.000404335010425104,0.000618280068505432,0.000618965438657993,0,0.00476930204671191
"Clostridium butyricum",0.00162129736214919,0,0,0,0.00691228312711689,0.0166195778627223,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399567097590268,0,4.85022975538351e-05,0.000212644930810656,0.000105023593550291,0.000145364200659912,0.000176341029443662,0.00169695735546166,0,0,0.00118452736512041,0,0,0,6.13972667164803e-05,0.000134778336808368,0,0,0.000214402257226964,0
"Clostridium bornimense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808400902175407,0,0,0,0,0,0.0186063819890222,0.000856215209122003,0.000372050799816207,0,0.000478451094323975,5.25117967751455e-05,0.000186896829419887,0.000176341029443662,0.00339391471092331,0,0,0.00372280029037842,0,0.00016578936461226,0.000285416636935767,0.000184191800149441,0.000539113347233472,0.000103046678084239,0,0.000428804514453928,0
"Clostridium cadaveris",0.0291833525186855,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0.00145938530690873,0.000808400902175407,0,0,0,0.00417310019613571,0,0,0.000684972167297602,0.00102313969949457,9.70045951076702e-05,0.000318967396215983,0.000525117967751455,0.000166130515039899,0.000235121372591549,0,0.00715256419426364,0,0.00118452736512041,0,0,0.000570833273871534,6.13972667164803e-05,0.000539113347233472,0.000206093356168477,5.62695853325448e-05,0,0.00408797318289592
"Clostridium beijerinckii",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0.00235244301206803,0,0,0,0,0,0.00145938530690873,0.000808400902175407,0,0,0.00225703065047623,0,0.00265308288230924,0,0.00108453926488787,0.000372050799816207,9.70045951076702e-05,0.000425289861621311,0.000682653358076892,0.000166130515039899,0.000352682058887323,0,0,0,0.00135374556013761,0.00210411143374153,0.00049736809383678,0,0.000491178133731843,0.000134778336808368,0.000412186712336954,0.000168808755997634,0,0
"Clostridium botulinum",0.00162129736214919,0,0,0.00503727584122507,0.0552982650169351,0.0332391557254446,0,0,0,0,0,0,0,0.00156829534137869,0.0149209191286183,0,0,0,0.00150403080255084,0,0.00161680180435081,0.68359375,0,0.00225703065047623,0,0.00530616576461849,0,0.00205491650189281,0.205186016098638,0.102485354731254,0.00271122286783586,0.00220549546455611,0.000664522060159597,0.00141072823554929,0.0203634882655399,0.278950003576282,0.0514844688518963,0.00558420043556763,0.0126246686024492,0.000828946823061301,0.00114166654774307,0.00128934260104609,0.00417812844105941,0.00525538058229617,0.00579576728925212,0.000643206771680892,0.0238465102335595
"Clostridium estertheticum",0.00324259472429838,0,0.00401558045215436,0,0,0.0166195778627223,0,0,0,0.000502975097702913,0,0,0,0.000784147670689344,0.0298418382572366,0,0,0.00149378585086042,0.00150403080255084,0,0,0,0,0.00225703065047623,0.0013910333987119,0,0,0.0010274582509464,0.000372050799816207,0.00019400919021534,0.000744257257837295,0.000105023593550291,0.000228429458179862,0.000764144460922534,0,0,0,0.00219983653522361,0,0.00016578936461226,0.0017124998216146,0.000552575400448323,0.000539113347233472,0.000103046678084239,0.00011253917066509,0.00171521805781571,0.00272531545526395
"Clostridium saccharoperbutylacetonicum",0,0,0,0,0,0,0.00657591898467811,0,0,0.000502975097702913,0,0,0,0.000784147670689344,0,0,0,0,0,0.00145938530690873,0,0,0,0,0.0013910333987119,0,0,0.000228324055765867,0.000372050799816207,0,0.00026580616351332,5.25117967751455e-05,0.000207663143799874,0.000293901715739436,0,0,0.00245164137389983,0.000676872780068804,0.0031561671506123,0,0,0.000245589066865921,0.000539113347233472,0,0,0,0
"Clostridium manihotivorum",0,0,0,0,0,0.0166195778627223,0,0,0.00138091029606717,0.000502975097702913,0,0,0,0,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0.000399567097590268,0,0.000145506892661505,0.000159483698107992,0.000105023593550291,4.15326287599748e-05,0.000117560686295774,0,0,0,0.00118452736512041,0,0.00016578936461226,0,0.000245589066865921,0,0,5.62695853325448e-05,0,0
"Clostridium isatidis",0.00324259472429838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149378585086042,0,0,0.000808400902175407,0.0325520833333333,0,0,0,0,0,0.000228324055765867,0,0.000145506892661505,0.000478451094323975,0.000105023593550291,0,5.87803431478872e-05,0,0,0.00490328274779965,0.00287670931529242,0,0,0,0.000245589066865921,0.000269556673616736,0,0,0,0
