"","garrett_56","garrett_64","garrett_79","garrett_74","garrett_80","garrett_81","garrett_83","garrett_59","garrett_94","garrett_92","garrett_84","garrett_86","garrett_87","garrett_37","garrett_93","garrett_75","garrett_65","garrett_77","garrett_69","garrett_72","garrett_63","garrett_54","garrett_33","garrett_91","garrett_55","garrett_88","garrett_44","garrett_90","garrett_52","garrett_42","garrett_58","25617X43","25617X44","25617X45","25617X46","25617X47","25617X48","25617X49","25617X50","25617X51","25617X52","25617X53","25617X54","25617X55","25617X56","25617X57","25617X58","25617X59","25617X60","25617X61","25617X62","25617X63"
"Aeromicrobium yanjiei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0.00602337067823154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium duanguangcaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0.0307314074984634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227409689926888,0,0,0,0,0,0,0,0,0,0,0
"Mumia sp. ZJ1417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.00155459343495192,0,0,0,0,0,0.0307314074984634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218893648957128,0,0,0,0,0,0.00270617684865706,0
"Kribbella sp. NBC_01245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amycolatopsis thermalba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amycolatopsis sp. FU40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amycolatopsis sp. FBCC-B4732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amycolatopsis sp. DG1A-15b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031210986267166,0,0,0,0.00934666791288906,0,0
"Amycolatopsis sp. BJA-103",0,0,0,0,0,0,0,0,0,0.0180635838150289,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Amycolatopsis sp. Hca4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856898029134533,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amycolatopsis albispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amycolatopsis rhabdoformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amycolatopsis aidingensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudonocardia sp. AL041005-10",0,0,0,0,0,0,0,0.158982511923688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudonocardia sp. HH130630-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Pseudonocardia sp. DSM 110487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754716981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0.00113704844963444,0,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Pseudonocardia broussonetiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudonocardia abyssalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0.0295368620037807,0,0.00312705212795897,0,0,0,0,0,0,0
"Pseudonocardia petroleophila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143540669856459,0,0,0.00323676970383557
"Kutzneria sp. CA-103260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0.0307314074984634,0,0,0,0,0,0.0355555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kutzneria buriramensis",0.0857632933104631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kutzneria chonburiensis",0,0.0527426160337553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Saccharothrix espanaensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602337067823154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharothrix sp. 6-C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180701120346946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinoalloteichus hoggarensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinoalloteichus hymeniacidonis",0,0,0,0,0,0.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602337067823154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161838485191779
"Saccharopolyspora erythraea",0,0,0.0396353547364249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657688488039935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399440782903935,0,0,0,0,0,0,0.0102650434211337,0,0,0,0,0,0,0,0,0,0.00161838485191779
"Saccharopolyspora pogona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharopolyspora rosea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0.00174322321973329,0,0,0,0,0
"Actinosynnema pretiosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Actinokineospora sp. UTMC 2448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lentzea guizhouensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lentzea sp. NBC_00516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602337067823154,0,0,0,0.01346348030966,0.00403168907613845,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alloactinosynnema sp. L-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123304562268804,0,0,0,0,0,0,0,0,0,0,0,0.00399440782903935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharomonospora xinjiangensis",0,0,0,0,0,0,0,0.158982511923688,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kibdelosporangium phytohabitans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allosaccharopolyspora coralli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0.00233189015242789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590737240075614,0,0.0125082085118359,0,0,0,0,0,0,0
"Bifidobacterium longum",3.08747855917667,2.37341772151899,0.435988902100674,0.92946965554948,0.29806259314456,0,0,0.794912559618442,1.55642023346304,5.47326589595376,1.26903553299492,1.59235668789809,2.50696378830084,0.527009222661397,2.4390243902439,0,1.88517566409597,0.00723457336843928,0,0.0062183737398077,0,0,1.23304562268804,1.13234253361642,0.754716981132076,2.01290719114935,0.829875518672199,0,1.31826741996234,0.557991231566361,0,0.693333333333333,0.755584756898817,1.02397301529936,0.599161174355902,0.0301120167021319,0.0875341125585706,0.686637495792662,0.999858890882335,0.131514055564688,0.237643125973598,0.447555893161428,0.708884688090737,0.757446323822541,1.47596860439664,1.66978776529338,0.00174322321973329,0.320659642693541,0.430622009569378,0.429946723992897,0.0635951559434409,0.0436963910017802
"Bifidobacterium adolescentis",0.514579759862779,1.47679324894515,0.951248513674197,0.765445598687807,0,0,0,1.27186009538951,1.03761348897536,2.11343930635838,0,0.835987261146497,0.557103064066852,0.131752305665349,1.74216027874564,0.476190476190476,0,0.00449420466827289,0.393700787401575,0.00155459343495192,3.07692307692308,0.688073394495413,1.60295930949445,1.20311394196745,1.73584905660377,1.12169637369392,1.17565698478562,1.3986013986014,0,0.63770426464727,0,0.906666666666667,1.21550591327201,0.698710998674859,0.291591771519872,0.0481792267234111,0.0553524535296844,0.605856613934702,0.766020924466305,0.169450802362195,0.203531672484565,0.472191997372149,0.578922495274102,0.649239706133607,1.0819600362738,1.18601747815231,0.0209186786367994,0.229042601923958,0.478468899521531,0.336480044864006,0.04600500642717,0.0258941576306846
"Bifidobacterium breve",0.0857632933104631,0,0,0.0546746856205577,0,0,0,0.158982511923688,0,0.289017341040462,0,0.199044585987261,0,0.0658761528326746,0.348432055749129,0,0,0.0113999337926922,0,0.0326464621339904,0,0,0,0,0,0.122925629993854,0,0,0,0,0,0.0355555555555555,0,0.00602337067823154,0.011983223487118,0,0.00386179908346635,0.00673174015483002,0.0201584453806922,0.00505823290633417,0.00113704844963444,0.00410601736845347,0.0354442344045369,0,0.0594139904312205,0.015605493133583,0,0,0,0,0.00135308842432853,0
"Bifidobacterium catenulatum",0,0.0527426160337553,0,0.0546746856205577,0,0,0,0,0,0,0,0.0398089171974522,0,0,0,0,0.342759211653813,0.00164422122009984,0,0.00155459343495192,0,0,0,0.141542816702052,0,0.0768285187461586,0,0,0,0,0,0.213333333333333,0.558475689881735,0.289121792555114,0.12382664270022,0.016059742241137,0.0180217290561763,0.181756984180411,0.221742899187615,0.0417304214772569,0.0602635678306253,0.166293703422365,0.265831758034026,0.176547639387209,0.372119203227118,0.436953807740325,0.00522966965919986,0.0458085203847916,0.0956937799043062,0.0280400037386672,0.0270617684865706,0.0291309273345201
"Bifidobacterium pseudocatenulatum",0,0.369198312236287,0.0396353547364249,0.273373428102788,0,0,0,0,0,0.270953757225434,0,0.278662420382166,0.139275766016713,0.395256916996047,0,0,1.11396743787489,0.00175383596810649,0,0.000777296717475962,0,0,0.123304562268804,0.141542816702052,0.226415094339623,0.737553779963122,0,0.699300699300699,0.941619585687382,0.358708648864089,0,0.408888888888889,0.164257555847569,0.210817973738104,0.167765128819652,0.0200746778014213,0.0218835281396427,0.12790306294177,0.249964722720584,0.0366721885709227,0.064811761629163,0.123180521053604,0.236294896030246,0.142377128538072,0.256418274492636,0.327715355805243,0.0174322321973329,0.0916170407695831,0,0.0934666791288905,0.0284148569108991,0.00971030911150672
"Bifidobacterium sp. ESL0732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0.00625410425591795,0,0,0,0,0,0,0
"Bifidobacterium animalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657688488039935,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199720391451967,0,0.00386179908346635,0,0.0423327352994537,0.0164392569455861,0.00113704844963444,0.00410601736845347,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium pullorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0.0398565165404544,0,0,0,0,0,0,0,0,0.0120950672284153,0,0,0,0,0.0113901702830457,0,0,0,0,0,0,0,0
"Bifidobacterium angulatum",0,0,0,0.0546746856205577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0.150943396226415,0,0,0,0,0,0,0,0,0,0,0,0,0.01346348030966,0.00403168907613845,0.00126455822658354,0.00454819379853776,0,0,0,0.0218893648957128,0,0,0,0,0,0,0
"Bifidobacterium actinocoloniiforme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0.00155459343495192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01346348030966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parascardovia denticolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000986532732059902,0,0.00233189015242789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gardnerella swidsinskii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240934827129262,0,0,0,0,0.00604753361420767,0,0.00227409689926888,0.00821203473690694,0,0,0,0,0,0,0,0,0,0
"Actinomyces naeslundii",0,0.105485232067511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135922287528253,0.78740157480315,0.0178778245019471,0,0,0,0,0,0.0307314074984634,0,0,0,0,0,0.302222222222222,0.26281208935611,0,0.0918713800679049,0.00200746778014213,0,0,0.0141109117664846,0,0.00227409689926888,0.00205300868422673,0,0,0.0281434691516308,0,0,0,0,0,0,0
"Actinomyces oris",0.0857632933104631,0,0.1585414189457,0,0.14903129657228,0,2.65486725663717,0,0,0,0,0,0.139275766016713,0,0,0,0,0.0276229164976773,0,0.0326464621339904,0,0,0,0.0707714083510262,0.0754716981132075,0.0153657037492317,0,0,0,0,0,0.177777777777778,0.394218134034166,0.0361402240693892,0.107849011384062,0.0120448066808528,0.00643633180577725,0.0201952204644901,0.0503961134517306,0.0101164658126683,0.0568524224817219,0.0061590260526802,0.0590737240075614,0.0284754257076143,0.00625410425591795,0,0,0,0,0,0,0
"Actinomyces sp. oral taxon 169",0,0,0,0.109349371241115,0,0,0.884955752212389,0,0,0.0903179190751445,0,0,0,0.131752305665349,0,0,0,0.00854995034451915,0,0.0116594507621394,0,0,0,0,0,0.0153657037492317,0.0691562932226833,0,0,0,0,0.0888888888888889,0.0657030223390276,0.00602337067823154,0.011983223487118,0,0,0.0201952204644901,0.018142600842623,0,0.0227409689926888,0.00205300868422673,0.0886105860113422,0,0.0218893648957128,0,0,0,0,0,0,0
"Actinomyces sp. Chiba101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230190970813977,0,0.0062183737398077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128726636115545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces sp. oral taxon 171",0,0.0527426160337553,0.198176773682124,0,0,0,0,0,0,0,0,0,0.0696378830083565,0,0,0,0.0856898029134533,0.00679611437641266,0,0.0108821540446635,0,0,0,0,0,0,0,0,0,0,0,0.0355555555555555,0.0328515111695138,0,0.0559217096065508,0,0,0,0.00403168907613845,0.00126455822658354,0.00909638759707551,0.00205300868422673,0.0531663516068053,0,0,0,0,0,0,0,0,0
"Actinomyces sp. HMT 175",0.171526586620926,0.105485232067511,0,0,0,0,0,0,0,0,0,0,0,0.0658761528326746,0,0,0,0.00427497517225958,0,0.00544107702233173,0,0,0,0.0707714083510262,0,0,0,0,0,0,0,0.0177777777777778,0.0657030223390276,0,0.00399440782903935,0,0.00386179908346635,0.00673174015483002,0.00403168907613845,0.00252911645316709,0.00795933914744107,0.00205300868422673,0.0354442344045369,0,0,0,0,0,0,0,0,0.00323676970383557
"Actinomyces pacaensis",0,0,0.0396353547364249,0,0,0,0,0,0,0.0361271676300578,0,0,0,0,0,0,0,0.963623249726511,0,0.978616567302236,0,0,0,0.283085633404105,0,0.0614628149969269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces viscosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328844244019967,0,0.0062183737398077,0,0,0,0,0,0,0.138312586445367,0,0,0,0,0.0355555555555555,0.0985545335085414,0.00602337067823154,0.00399440782903935,0,0,0,0,0,0.00568524224817219,0,0,0,0.0218893648957128,0,0,0,0,0,0,0
"Actinomyces qiguomingii",0,0,0,0,0,0,0,0,0,0.0361271676300578,0,0,0,0,0,0,0,0.00723457336843928,0,0.0101048573271875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces urogenitalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122768517767454,0,0.0318691654165144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces slackii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635765538438604,0,0.0101048573271875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399440782903935,0.00401493556028426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Schaalia meyeri",0,0,0,0,0,0,0,0,0.12970168612192,0,0,0,0,0,0,0,0,0.104353240102336,0,0.143799892733053,0,0,0,0,0,0,0,0,0,0,0,0,0.0328515111695138,0,0.0319552626323148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Schaalia odontolytica",0.343053173241853,0.949367088607595,0.396353547364249,0,0,0,1.76991150442478,0.317965023847377,0.259403372243839,0.0541907514450867,0,0.119426751592357,0.20891364902507,0.0658761528326746,0.696864111498258,0,0.0856898029134533,3.53222563976648,0.78740157480315,4.7244094488189,0,0.458715596330275,0,0.495399858457183,0.452830188679245,0.368776889981561,0.345781466113416,0.699300699300699,0,0.278995615783181,3.7037037037037,0.0533333333333333,0.361366622864652,0,0.11983223487118,0,0.0115853972503991,0.0336587007741501,0.0443485798375229,0.00758734935950126,0.0113704844963444,0.0102650434211337,0.0118147448015123,0,0.00625410425591795,0.015605493133583,0,0.0458085203847916,0,0,0.00135308842432853,0.00647353940767114
"Schaalia sp. ZJ405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811149135249253,0,0.00932756060971155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Schaalia sp. HMT-172",0.0857632933104631,0.158227848101266,0.118906064209275,0,0,0,0,0.158982511923688,0,0.126445086705202,0,0,0,0,0,0,0,0.691011371433958,0,0.926537687231347,0,0,0,0.141542816702052,0.150943396226415,0.0768285187461586,0,0,0,0.0398565165404544,0,0,0.0657030223390276,0,0.00798881565807869,0,0,0.00673174015483002,0.00403168907613845,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0.00323676970383557
"Trueperella pyogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317882769219302,0,0.0062183737398077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Trueperella pecoris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383651618023295,0,0.00310918686990385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0,0,0,0,0,0,0,0,0,0,0,0
"Mobiluncus sp. Marseille-Q7826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00876917984053246,0,0.0132140441970914,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0.0080633781522769,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mobiluncus curtisii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142499172408653,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270617684865706,0
"Varibaculum prostatecancerukia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284998344817305,0,0.00310918686990385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011983223487118,0,0,0.0269269606193201,0.00403168907613845,0,0.00341114534890332,0,0,0,0,0,0,0,0,0,0,0
"Flaviflexus salsibiostraticola",0,0,0,0.0546746856205577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164422122009984,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinotignum timonense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131537697607987,0,0.00155459343495192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boudabousia tangfeifanii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778264710847256,0,0.0147686376320433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Pseudofrankia inefficax",0,0,0.0396353547364249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frankia alni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Protofrankia datiscae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025745327223109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nakamurella sp. PAMC28650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000876917984053247,0,0.00233189015242789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625410425591795,0,0,0,0,0,0,0
"Nakamurella multipartita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386179908346635,0,0.0221742899187615,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blastococcus saxobsidens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0.0177777777777778,0,0,0,0,0.0025745327223109,0,0,0,0,0.00205300868422673,0,0,0.00938115638387692,0,0,0,0,0.00934666791288906,0,0
"Blastococcus sp. PRF04-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307314074984634,0,0,0,0,0,0,0,0,0.0239664469742361,0,0,0,0,0,0.00113704844963444,0.00410601736845347,0,0,0.00625410425591795,0,0,0,0,0,0.00270617684865706,0
"Geodermatophilus obscurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0.0120467413564631,0,0,0,0,0,0,0,0,0.0118147448015123,0,0.00312705212795897,0,0,0,0,0,0,0
"Jatrophihabitans telluris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kineococcus radiotolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natronoglycomyces albus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410601736845347,0,0,0,0,0,0,0,0,0,0
"Candidatus Planktophila sulfonica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Planktophila vernalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
